year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
1997-1998,105,2,40,CALIFOR,"LEWIS, JERRY",2,5,7,1,0.285714298,1,CA,5,9,1,19,0,1,10/21/34,62,0.379999995,34048,0.502153516,0.820719123,0.783000052,0.159999996,0.822844207,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,13,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1997-1998,105,1,5,GEORGIA,"LEWIS, JOHN",0,1,1,0,0,1,GA,11,5,0,11,0,0,2/21/40,56,0.74000001,30269,0.536660552,0.356404692,0.736000001,0.259000003,0.97252959,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,100,6,80,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
1997-1998,105,2,2,KENTUCK,"LEWIS, RON",1,1,2,1,0.5,1,KY,18,6,1,3,0,1,9/14/46,50,0.49000001,27031,0.516183496,0.934193492,0.650999963,0.111999996,0.442198128,0.200000003,NA,0,0.8125,0.600000024,0.610000014,0.140000001,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,11,GEORGIA,"LINDER, JOHN",1,1,2,1,0.5,1,GA,11,5,1,5,0,1,9/9/42,54,0.370000005,28499,0.539731443,0.344815284,0.661000013,0.131999999,0.713890433,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,3,ILLINOI,"LIPINSKI, WILLIAM O.",1,1,2,1,0.5,2,IL,14,3,0,15,0,1,12/22/37,59,0.529999971,42405,0.529281557,0.93338418,0.745000005,0.157000005,0.998456776,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,25,89,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1997-1998,105,2,1,LOUISIA,"LIVINGSTON, ROBERT L.",1,3,4,1,0.25,1,LA,19,7,1,21,0,1,4/30/43,53,0.370000005,33061,0.529481411,0.875957727,0.763000011,0.219999999,0.717580736,0.18699187,0.397260278,0.50515461,0.724409461,0.493670881,0.519999981,0.280000001,0,0.029999999,0.150000006,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,2,NEW JER,"LOBIONDO, FRANK",2,0,2,1,1,2,NJ,31,2,1,3,0,1,5/12/46,50,0.5,38172,0.526277602,0.807224631,0.713000059,0.148999989,0.703417242,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,25,90,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
1997-1998,105,1,16,CALIFOR,"LOFGREN, ZOE",1,1,2,1,0.5,0,CA,5,9,0,3,1,1,12/21/47,49,0.610000014,45688,0.484437257,0.551217675,0.696999967,0.193999991,0.959403455,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,90,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1997-1998,105,1,18,NEW YOR,"LOWEY, NITA M.",2,1,3,1,0.666666687,4,NY,33,2,0,9,1,1,7/5/37,59,0.579999983,53968,0.537756145,0.811109781,0.803000033,0.334000021,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,6,OKLAHOM,"LUCAS, FRANK D.",2,1,3,1,0.666666687,1,OK,37,7,1,3,0,1,1/6/60,37,0.409999996,26418,0.522610188,0.783174098,0.718000054,0.133000001,0.703443289,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,6,MINNESO,"LUTHER, WILLIAM",1,1,2,1,0.5,2,MN,24,4,0,3,0,1,6/27/45,51,0.50999999,46461,0.503718257,0.965605378,0.893000007,0.227000013,0.89559108,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,100,5,80,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,14,NEW YOR,"MALONEY, CAROLYN B.",2,0,2,1,1,1,NY,33,2,0,5,0,1,2/19/48,48,0.699999988,59953,0.541062534,0.85876137,0.849000037,0.513999999,0.997074127,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,5,CONNECT,"MALONEY, JAMES H.",3,0,3,1,1,2,CT,7,1,0,1,0,1,9/17/48,48,0.479999989,51420,0.520349562,0.911794126,0.791999996,0.268999994,0.792392373,NA,NA,NA,NA,NA,0.419999987,0.319999993,0.02,0.059999999,0.180000007,88,20,85,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,7,NEW YOR,"MANTON, THOMAS J.",2,2,4,1,0.5,2,NY,33,2,0,13,0,1,11/3/32,64,0.680000007,36643,0.535415888,0.700272441,0.67900002,0.180000007,0.999619186,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,63,89,65,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,16,ILLINOI,"MANZULLO, DONALD",2,1,3,1,0.666666687,1,IL,14,3,1,5,0,1,3/24/44,52,0.419999987,40060,0.518265605,0.928500712,0.789000034,0.171000004,0.740423083,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,7,MASSACH,"MARKEY, EDWARD J.",0,0,0,0,0,2,MA,22,1,0,21,0,1,7/11/46,50,0.639999986,50284,0.53592515,0.933200121,0.839999974,0.305999994,0.98571384,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,88,6,80,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1997-1998,105,1,31,CALIFOR,"MARTINEZ, MATTHEW G. (MARTY)",3,2,5,1,0.600000024,2,CA,5,9,0,16,0,0,2/14/29,67,0.649999976,31858,0.508686125,0.482517034,0.56400001,0.133000001,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,88,32,80,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,20,PENNSYL,"MASCARA, FRANK R.",1,3,4,1,0.25,2,PA,39,2,0,3,0,1,1/19/30,66,0.5,31949,0.533608675,0.961644709,0.756999969,0.172000006,0.595138013,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,63,90,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,1,5,CALIFOR,"MATSUI, ROBERT TAKEO",0,1,1,0,0,1,CA,5,9,0,19,0,0,9/17/41,55,0.569999993,35336,0.526279867,0.656091154,0.795000017,0.239999995,0.995187223,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,88,5,85,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
1997-1998,105,1,4,NEW YOR,"MCCARTHY, CAROLYN",0,1,1,0,0,2,NY,33,2,0,1,1,1,1/5/44,53,0.560000002,56588,0.530322015,0.782814503,0.813000023,0.261999995,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,15,80,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,5,MISSOUR,"MCCARTHY, KAREN",0,0,0,0,0,2,MO,26,4,0,3,1,1,3/19/47,49,0.579999983,33443,0.538087368,0.732421398,0.788000047,0.200000003,0.988498211,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,100,5,75,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1997-1998,105,2,8,FLORIDA,"MCCOLLUM, BILL",0,3,3,0,0,1,FL,10,5,1,17,0,1,7/12/44,52,0.439999998,36110,0.506263018,0.888462245,0.81400001,0.227000013,0.913984954,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,0,100,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1997-1998,105,2,4,LOUISIA,"MCCRERY, JAMES O.",0,2,2,0,0,1,LA,19,7,1,10,0,1,9/18/49,47,0.519999981,17957,0.539030254,0.329066634,0.579999983,0.111000001,0.695865214,0.18699187,0.397260278,0.50515461,0.724409461,0.493670881,0.519999981,0.280000001,0,0.029999999,0.150000006,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,105,2,10,PENNSYL,"MCDADE, JOSEPH M.",2,3,5,1,0.400000006,2,PA,39,2,1,35,0,1,9/29/31,65,0.449999988,30920,0.530642211,0.980976939,0.75,0.138999999,0.46438539,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,38,89,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1997-1998,105,1,7,WASHING,"MCDERMOTT, JIM",1,1,2,1,0.5,1,WA,48,9,0,9,0,1,12/28/36,60,0.670000017,39547,0.513834596,0.755399466,0.864000022,0.370000005,0.985603273,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,3,MASSACH,"MCGOVERN, JAMES P.",0,0,0,0,0,2,MA,22,1,0,1,0,1,11/20/59,37,0.600000024,43812,0.525604188,0.93927151,0.765999973,0.242000014,0.81167531,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,15,PENNSYL,"MCHALE, PAUL",1,2,3,1,0.333333343,2,PA,39,2,0,5,0,1,7/26/50,46,0.460000008,38999,0.525371134,0.939751863,0.740999997,0.182000011,0.740520656,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,75,45,55,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1
1997-1998,105,2,24,NEW YOR,"MCHUGH, JOHN M.",0,0,0,0,0,2,NY,33,2,1,5,0,1,9/29/48,48,0.49000001,30372,0.502273023,0.953637362,0.738000035,0.136999995,0.352894336,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,38,95,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1997-1998,105,2,3,COLORAD,"MCINNIS, SCOTT",2,1,3,1,0.666666687,2,CO,6,8,1,5,0,1,4/4/53,43,0.430000007,28350,0.506804347,0.917477429,0.798000038,0.204999998,0.540350616,0.584795296,0.3125,0.201183438,0.519999981,0.670000017,0.419999987,0.230000004,0.029999999,0.050000001,0.270000011,0,95,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,2,INDIANA,"MCINTOSH, DAVID M.",1,0,1,1,1,1,IN,15,3,1,3,0,1,6/8/58,38,0.419999987,31533,0.527540803,0.950050116,0.731000006,0.123000003,0.570930481,0.243401766,0.264084518,0.252365917,0.538461566,0.525714278,0.550000012,0.200000003,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,7,NORTH C,"MCINTYRE, MIKE",0,2,2,0,0,1,NC,34,5,0,1,0,1,8/6/56,40,0.439999998,28092,0.465101242,0.714817166,0.749000013,0.158000007,0.586714745,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,50,90,30,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
1997-1998,105,2,25,CALIFOR,"MCKEON, HOWARD P. (BUCK)",3,3,6,1,0.5,3,CA,5,9,1,5,0,1,9/9/38,58,0.409999996,51207,0.493501663,0.799790621,0.828000009,0.229000002,0.898081481,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,4,GEORGIA,"MCKINNEY, CYNTHIA ANN",0,1,1,0,0,2,GA,11,5,0,5,1,0,3/17/55,41,0.639999986,46435,0.517933667,0.832715988,0.870999992,0.345999986,0.922621906,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,21,NEW YOR,"MCNULTY, MICHAEL R.",4,0,4,1,1,2,NY,33,2,0,9,0,1,9/16/47,49,0.569999993,39150,0.532849312,0.912518084,0.793000042,0.242000014,0.849570155,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,50,59,40,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1
1997-1998,105,1,5,MASSACH,"MEEHAN, MARTIN T.",0,0,0,0,0,2,MA,22,1,0,5,0,1,12/30/56,40,0.579999983,49832,0.514003158,0.88945049,0.799000025,0.287999988,0.835314393,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,17,FLORIDA,"MEEK, CARRIE P.",2,1,3,1,0.666666687,1,FL,10,5,0,5,1,0,4/29/26,70,0.850000024,24636,0.531887531,0.365518332,0.577000022,0.109999999,1,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,13,NEW JER,"MENENDEZ, ROBERT",1,1,2,1,0.5,2,NJ,31,2,0,5,0,0,1/1/54,43,0.709999979,32311,0.5187518,0.674037635,0.579999983,0.158999994,1,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,88,5,70,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
1997-1998,105,2,2,WASHING,"METCALF, JACK",4,0,4,1,1,1,WA,48,9,1,3,0,1,11/30/27,69,0.469999999,36132,0.505035281,0.936694026,0.833999991,0.177000001,0.585040092,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,0,90,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1997-1998,105,2,7,FLORIDA,"MICA, JOHN L.",1,1,2,1,0.5,1,FL,10,5,1,5,0,1,1/27/43,53,0.430000007,35395,0.520075262,0.932377279,0.813000023,0.204999998,0.886878312,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,37,CALIFOR,"MILLENDER-MCDONALD, JUANITA",3,1,4,1,0.75,1,CA,5,9,0,1,1,0,9/7/38,58,0.810000002,28583,0.511225522,0.261671633,0.547999978,0.092,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,90,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,13,FLORIDA,"MILLER, DAN",1,1,2,1,0.5,1,FL,10,5,1,5,0,1,5/30/42,54,0.430000007,32512,0.537701607,0.927634299,0.778000057,0.185000002,0.892101228,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,13,70,30,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
1997-1998,105,1,7,CALIFOR,"MILLER, GEORGE",0,2,2,0,0,2,CA,5,9,0,23,0,1,5/17/45,51,0.649999976,43274,0.516536772,0.626501262,0.819999993,0.232000008,0.996935964,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,0,90,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,2,MINNESO,"MINGE, DAVID",0,2,2,0,0,1,MN,24,4,0,5,0,1,3/19/42,54,0.449999988,32084,0.513898253,0.984867096,0.758000016,0.135000005,0.423507959,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,88,35,65,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
1997-1998,105,1,2,HAWAII,"MINK, PATSY T.",1,0,1,1,1,1,HI,12,9,0,17,1,0,12/6/27,69,0.569999993,40385,0.485961288,0.376076967,0.786000013,0.187999994,0.781137347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,90,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,9,MASSACH,"MOAKLEY, JOHN",0,0,0,0,0,2,MA,22,1,0,25,0,1,4/27/27,69,0.620000005,46736,0.531727433,0.871474564,0.815999985,0.277999997,0.979113281,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,75,67,45,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1
1997-1998,105,2,13,NEW YOR,"MOLINARI, SUSAN",1,0,1,1,1,2,NY,33,2,1,8,0,1,3/27/58,38,0.50999999,46598,0.532109499,0.86660856,0.741999984,0.192999989,0.998593926,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1997-1998,105,1,1,WEST VI,"MOLLOHAN, ALAN B.",1,4,5,1,0.200000003,1,WV,49,5,0,15,0,1,5/14/43,53,0.49000001,27220,0.530204654,0.976084173,0.708999991,0.136999995,0.448802441,0.394366205,0.196078435,0.265625,0.75,0.645833313,0.670000017,0.079999998,0,0.039999999,0.189999998,50,100,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
1997-1998,105,1,8,VIRGINI,"MORAN, JAMES P., JR.",2,3,5,1,0.400000006,2,VA,47,5,0,7,0,1,5/16/45,51,0.550000012,58582,0.510273755,0.759680271,0.885999978,0.479999989,0.99782747,0.467411548,0.33634311,0.28744939,0.542649746,0.604240298,0.610000014,0.140000001,0.01,0.059999999,0.170000002,75,21,85,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1997-1998,105,2,1,KANSAS,"MORAN, JERRY",2,0,2,1,1,1,KS,17,4,1,1,0,1,5/29/54,42,0.280000001,28624,0.51884681,0.94228816,0.779000044,0.151999995,0.486650944,0.453608245,0.189873412,0.188888893,0.683168292,0.392405063,0.5,0.200000003,0.02,0.079999998,0.200000003,25,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1997-1998,105,2,8,MARYLAN,"MORELLA, CONSTANCE A.",1,2,3,1,0.333333343,2,MD,21,5,1,11,1,1,2/12/31,65,0.569999993,64199,0.525348485,0.814797819,0.913000047,0.510999978,0.943177164,0.559139788,0.40397352,0.17159763,0.628272235,0.742574275,0.5,0.219999999,0.029999999,0.07,0.180000007,100,5,95,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1997-1998,105,1,12,PENNSYL,"MURTHA, JOHN P.",1,2,3,1,0.333333343,2,PA,39,2,0,24,0,1,1/17/32,65,0.460000008,26703,0.529529989,0.982739329,0.715999961,0.108000003,0.300247073,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,63,95,50,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,9,NORTH C,"MYRICK, SUE",3,2,5,1,0.600000024,1,NC,34,5,1,3,1,1,8/1/41,55,0.379999995,41441,0.523981512,0.891447484,0.785000026,0.261999995,0.756670594,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,13,100,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1997-1998,105,1,8,NEW YOR,"NADLER, JERROLD",0,1,1,0,0,4,NY,33,2,0,5,0,1,6/13/47,49,0.769999981,39777,0.516364515,0.803593457,0.786000013,0.420999974,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,88,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,2,MASSACH,"NEAL, RICHARD E.",1,3,4,1,0.25,2,MA,22,1,0,9,0,1,2/14/49,47,0.610000014,39812,0.535378218,0.891613543,0.746999979,0.187999994,0.789296806,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,75,55,80,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,5,WASHING,"NETHERCUTT, GEORGE R.",1,1,2,1,0.5,1,WA,48,9,1,3,0,1,10/7/44,52,0.439999998,31003,0.516312361,0.932075083,0.829999983,0.202999994,0.712727308,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,0,100,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,1,WISCONS,"NEUMANN, MARK W.",1,2,3,1,0.333333343,1,WI,50,3,1,3,0,1,2/27/54,42,0.5,36634,0.520648718,0.920337439,0.770999968,0.148000002,0.714153767,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,18,OHIO,"NEY, ROBERT WILLIAM (BOB)",1,1,2,1,0.5,2,OH,36,3,1,3,0,1,7/5/54,42,0.469999999,27586,0.531880796,0.971311986,0.713999987,0.085000001,0.401170075,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,25,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1997-1998,105,2,3,KENTUCK,"NORTHUP, ANNE MEAGHER",2,4,6,1,0.333333343,2,KY,18,6,1,1,0,1,1/22/48,48,0.529999971,32863,0.543078542,0.806099355,0.740999997,0.197000012,0.981558084,0.200000003,NA,0,0.8125,0.600000024,0.610000014,0.140000001,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,10,GEORGIA,"NORWOOD, CHARLES",0,2,2,0,0,1,GA,11,5,1,3,0,1,7/27/41,55,0.479999989,32582,0.519421577,0.803085983,0.676999986,0.17899999,0.472897559,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,2,IOWA,"NUSSLE, JIM",1,1,2,1,0.5,1,IA,16,4,1,7,0,1,6/27/60,36,0.529999971,30470,0.521052361,0.973391235,0.779000044,0.137999997,0.510991991,0.375,0.319999993,0.179487184,0.522727251,0.652173936,0.519999981,0.230000004,0,0.059999999,0.180000007,13,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997-1998,105,1,8,MINNESO,"OBERSTAR, JAMES L.",4,2,6,1,0.666666687,2,MN,24,4,0,23,0,1,9/10/34,62,0.529999971,30259,0.511523545,0.969377577,0.773999989,0.138999999,0.395436347,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,63,94,55,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
1997-1998,105,1,7,WISCONS,"OBEY, DAVID R.",0,2,2,0,0,2,WI,50,3,0,29,0,1,10/3/38,58,0.49000001,30490,0.513531268,0.972257257,0.755999982,0.131999999,0.412268698,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,88,44,70,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1997-1998,105,1,1,MASSACH,"OLVER, JOHN W.",1,0,1,1,1,0,MA,22,1,0,7,0,1,9/3/36,60,0.610000014,38762,0.526207626,0.937060356,0.779999971,0.214000002,0.637285113,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,27,TEXAS,"ORTIZ, SOLOMON",1,1,2,1,0.5,1,TX,44,7,0,15,0,0,6/3/38,58,0.569999993,24016,0.527418256,0.787215829,0.605000019,0.148000002,0.861842692,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,63,94,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
1997-1998,105,1,11,NEW YOR,"OWENS, MAJOR ROBERT ODELL",1,4,5,1,0.200000003,1,NY,33,2,0,15,0,0,6/28/36,60,0.899999976,29141,0.566469848,0.186596751,0.670000017,0.174999997,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
