year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
1997-1998,105,2,1,WASHING,"WHITE, RICHARD",3,1,4,1,0.75,1,WA,48,9,1,3,0,1,11/6/53,43,0.50999999,45857,0.513618112,0.916356146,0.906999946,0.312000006,0.902371705,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,38,53,25,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1997-1998,105,2,1,KENTUCK,"WHITFIELD, EDWARD",1,0,1,1,1,1,KY,18,6,1,3,0,1,5/25/43,53,0.469999999,24800,0.519716918,0.914127707,0.620000005,0.094999999,0.385965437,0.200000003,NA,0,0.8125,0.600000024,0.610000014,0.140000001,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,1,MISSISS,"WICKER, ROGER F.",2,1,3,1,0.666666687,1,MS,25,6,1,3,0,1,7/5/51,45,0.419999987,25412,0.531391084,0.767800093,0.595999956,0.108000003,0.329590231,NA,NA,NA,NA,NA,0.800000012,0.050000001,0.01,0.02,0.119999997,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,2,WEST VI,"WISE, ROBERT E.",1,1,2,1,0.5,1,WV,49,5,0,15,0,1,1/6/48,49,0.49000001,26917,0.526492536,0.960056603,0.673000038,0.130999997,0.378601849,0.394366205,0.196078435,0.265625,0.75,0.645833313,0.670000017,0.079999998,0,0.039999999,0.189999998,100,5,75,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
1997-1998,105,2,10,VIRGINI,"WOLF, FRANK R.",4,1,5,1,0.800000012,1,VA,47,5,1,17,0,1,1/30/39,57,0.379999995,51076,0.50502646,0.90692848,0.811999977,0.303000003,0.563974261,0.467411548,0.33634311,0.28744939,0.542649746,0.604240298,0.610000014,0.140000001,0.01,0.059999999,0.170000002,13,100,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1997-1998,105,1,6,CALIFOR,"WOOLSEY, LYNN",1,3,4,1,0.25,1,CA,5,9,0,5,1,1,11/3/37,59,0.569999993,47395,0.515702009,0.899754405,0.878000021,0.330000013,0.813497961,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,4,MARYLAN,"WYNN, ALBERT R.",1,0,1,1,1,1,MD,21,5,0,5,0,0,9/10/51,45,0.810000002,46396,0.534964681,0.334757149,0.829999983,0.27700001,0.993729174,0.559139788,0.40397352,0.17159763,0.628272235,0.742574275,0.5,0.219999999,0.029999999,0.07,0.180000007,100,5,90,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,9,ILLINOI,"YATES, SIDNEY RICHARD",0,1,1,0,0,4,IL,14,3,0,47,0,1,4/27/09,87,0.689999998,42697,0.526265204,0.730631828,0.81099999,0.365999997,1,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,88,0,65,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
1997-1998,105,2,10,FLORIDA,"YOUNG, C.W. (BILL)",0,3,3,0,0,1,FL,10,5,1,27,0,1,12/16/30,66,0.50999999,31582,0.543166399,0.885896981,0.75999999,0.172999993,0.999584019,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,1,ALASKA,"YOUNG, DONALD E.",2,0,2,1,1,1,AK,2,9,1,25,0,1,6/9/33,63,0.330000013,46581,0.468158513,0.755380929,0.865999997,0.230000004,0.674243629,0.612903237,0.43589744,0.172043011,0.604166687,0.732142866,NA,NA,NA,NA,NA,13,100,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
